OBJECTID,Reg_Code,Reg_Name,Pro_Code,Pro_Name,Mun_Code,Mun_Name,Shape_Leng,Shape_Area,area,population,N_data,N_data_1,Wind_Speed
957,PH090000000,REGION IX (ZAMBOANGA PENINSULA),PH097200000,ZAMBOANGA DEL NORTE,PH097202000,DIPOLOG CITY (Capital),0.92483827,0.009736886,119.9681773,16237.39099,0,,11.714826
958,PH090000000,REGION IX (ZAMBOANGA PENINSULA),PH097200000,ZAMBOANGA DEL NORTE,PH097203000,KATIPUNAN,0.830274663,0.019113824,235.5014253,31874.52543,0,,12.164501
959,PH090000000,REGION IX (ZAMBOANGA PENINSULA),PH097200000,ZAMBOANGA DEL NORTE,PH097204000,LA LIBERTAD,0.441360068,0.004503957,55.49325863,7510.872946,0,,9.748639
960,PH090000000,REGION IX (ZAMBOANGA PENINSULA),PH097200000,ZAMBOANGA DEL NORTE,PH097205000,LABASON,0.692414437,0.013087015,161.2451133,21824.12042,0,,10.137386
945,PH080000000,REGION VIII (EASTERN VISAYAS),PH086400000,SOUTHERN LEYTE,PH086417000,SOGOD,0.580010814,0.018137087,223.4670519,46271.12162,0,,11.055551
946,PH080000000,REGION VIII (EASTERN VISAYAS),PH086400000,SOUTHERN LEYTE,PH086418000,TOMAS OPPUS,0.324969765,0.004894237,60.30188841,12486.11815,1,,20.767001
947,PH080000000,REGION VIII (EASTERN VISAYAS),PH086400000,SOUTHERN LEYTE,PH086419000,LIMASAWA,0.190409696,0.000562007,6.924486892,1433.785305,0,,30.325986
948,PH080000000,REGION VIII (EASTERN VISAYAS),PH087800000,BILIRAN,PH087801000,ALMERIA,0.336270496,0.004207413,51.83953089,13753.55935,1,,19.858366
949,PH080000000,REGION VIII (EASTERN VISAYAS),PH087800000,BILIRAN,PH087802000,BILIRAN,0.463444428,0.005118913,63.07013311,16733.15333,2,,16.382095
950,PH080000000,REGION VIII (EASTERN VISAYAS),PH087800000,BILIRAN,PH087803000,CABUCGAYAN,0.363767534,0.004888521,60.2314718,15980.02736,1,,15.406625
951,PH080000000,REGION VIII (EASTERN VISAYAS),PH087800000,BILIRAN,PH087804000,CAIBIRAN,0.388788495,0.006423049,79.13839018,20996.22676,1,,17.91427
952,PH080000000,REGION VIII (EASTERN VISAYAS),PH087800000,BILIRAN,PH087805000,CULABA,0.361017952,0.007020736,86.50249318,22949.99884,1,,21.423517
905,PH080000000,REGION VIII (EASTERN VISAYAS),PH086000000,SAMAR (WESTERN SAMAR),PH086003000,CALBAYOG CITY,1.644680688,0.072761547,896.4950179,106106.4402,1,,27.843649
906,PH080000000,REGION VIII (EASTERN VISAYAS),PH086000000,SAMAR (WESTERN SAMAR),PH086004000,CALBIGA,0.610236334,0.016242051,200.1183079,23685.39797,1,,14.14929
907,PH080000000,REGION VIII (EASTERN VISAYAS),PH086000000,SAMAR (WESTERN SAMAR),PH086005000,CITY OF CATBALOGAN (Capital),1.598677487,0.014054196,173.1617538,20494.90172,1,,18.592614
908,PH080000000,REGION VIII (EASTERN VISAYAS),PH086000000,SAMAR (WESTERN SAMAR),PH086006000,DARAM,1.978451686,0.008645216,106.5177067,12607.11376,2,,20.249071
